premise,hypothesis,trigger,trigger1,trigger2,presupposition,gold_label,UID,pairID,paradigmID,section
It isn't that broccoli that had worried Bethany.,It is that broccoli that had worried Bethany.,Not_In_Example,negated,unembedded,Not_In_Example,2,cleft_uniqueness,1630c,85,presupposition_cleft_uniqueness
Is it that broccoli that had worried Bethany?,It is that broccoli that had worried Bethany.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,cleft_uniqueness,1631n,85,presupposition_cleft_uniqueness
It might be that broccoli that had worried Bethany.,It is that broccoli that had worried Bethany.,Not_In_Example,modal,unembedded,Not_In_Example,1,cleft_uniqueness,1632n,85,presupposition_cleft_uniqueness
"If it is that broccoli that had worried Bethany, it's okay",It is that broccoli that had worried Bethany.,Not_In_Example,conditional,unembedded,Not_In_Example,1,cleft_uniqueness,1633n,85,presupposition_cleft_uniqueness
It is Catherine who had required Candice to concur.,Exactly one person had required Candice to concur.,unembedded,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1634e,86,presupposition_cleft_uniqueness
It is Catherine who had required Candice to concur.,More than one person had required Candice to concur.,unembedded,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1635c,86,presupposition_cleft_uniqueness
It is Catherine who had required Candice to concur.,Exactly one person has required the grandmother of the Lutherans to come here.,unembedded,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1636n,86,presupposition_cleft_uniqueness
It isn't Catherine who had required Candice to concur.,Exactly one person had required Candice to concur.,negated,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1637e,86,presupposition_cleft_uniqueness
It isn't Catherine who had required Candice to concur.,More than one person had required Candice to concur.,negated,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1638c,86,presupposition_cleft_uniqueness
It isn't Catherine who had required Candice to concur.,Exactly one person has required the grandmother of the Lutherans to come here.,negated,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1639n,86,presupposition_cleft_uniqueness
Is it Catherine who had required Candice to concur?,Exactly one person had required Candice to concur.,interrogative,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1640e,86,presupposition_cleft_uniqueness
Is it Catherine who had required Candice to concur?,More than one person had required Candice to concur.,interrogative,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1641c,86,presupposition_cleft_uniqueness
Is it Catherine who had required Candice to concur?,Exactly one person has required the grandmother of the Lutherans to come here.,interrogative,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1642n,86,presupposition_cleft_uniqueness
It might be Catherine who had required Candice to concur.,Exactly one person had required Candice to concur.,modal,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1643e,86,presupposition_cleft_uniqueness
It might be Catherine who had required Candice to concur.,More than one person had required Candice to concur.,modal,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1644c,86,presupposition_cleft_uniqueness
It might be Catherine who had required Candice to concur.,Exactly one person has required the grandmother of the Lutherans to come here.,modal,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1645n,86,presupposition_cleft_uniqueness
"If it is Catherine who had required Candice to concur, it's okay",Exactly one person had required Candice to concur.,conditional,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1646e,86,presupposition_cleft_uniqueness
"If it is Catherine who had required Candice to concur, it's okay",More than one person had required Candice to concur.,conditional,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1647c,86,presupposition_cleft_uniqueness
"If it is Catherine who had required Candice to concur, it's okay",Exactly one person has required the grandmother of the Lutherans to come here.,conditional,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1648n,86,presupposition_cleft_uniqueness
It isn't Catherine who had required Candice to concur.,It is Catherine who had required Candice to concur.,Not_In_Example,negated,unembedded,Not_In_Example,2,cleft_uniqueness,1649c,86,presupposition_cleft_uniqueness
Is it Catherine who had required Candice to concur?,It is Catherine who had required Candice to concur.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,cleft_uniqueness,1650n,86,presupposition_cleft_uniqueness
It might be Catherine who had required Candice to concur.,It is Catherine who had required Candice to concur.,Not_In_Example,modal,unembedded,Not_In_Example,1,cleft_uniqueness,1651n,86,presupposition_cleft_uniqueness
"If it is Catherine who had required Candice to concur, it's okay",It is Catherine who had required Candice to concur.,Not_In_Example,conditional,unembedded,Not_In_Example,1,cleft_uniqueness,1652n,86,presupposition_cleft_uniqueness
It is a pedestrian that did investigate who will date.,Exactly one person did investigate who will date.,unembedded,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1653e,87,presupposition_cleft_uniqueness
It is a pedestrian that did investigate who will date.,More than one person did investigate who will date.,unembedded,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1654c,87,presupposition_cleft_uniqueness
It is a pedestrian that did investigate who will date.,Exactly one person did investigate who has said Kristin trained.,unembedded,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1655n,87,presupposition_cleft_uniqueness
It isn't a pedestrian that did investigate who will date.,Exactly one person did investigate who will date.,negated,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1656e,87,presupposition_cleft_uniqueness
It isn't a pedestrian that did investigate who will date.,More than one person did investigate who will date.,negated,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1657c,87,presupposition_cleft_uniqueness
It isn't a pedestrian that did investigate who will date.,Exactly one person did investigate who has said Kristin trained.,negated,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1658n,87,presupposition_cleft_uniqueness
Is it a pedestrian that did investigate who will date?,Exactly one person did investigate who will date.,interrogative,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1659e,87,presupposition_cleft_uniqueness
Is it a pedestrian that did investigate who will date?,More than one person did investigate who will date.,interrogative,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1660c,87,presupposition_cleft_uniqueness
Is it a pedestrian that did investigate who will date?,Exactly one person did investigate who has said Kristin trained.,interrogative,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1661n,87,presupposition_cleft_uniqueness
It might be a pedestrian that did investigate who will date.,Exactly one person did investigate who will date.,modal,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1662e,87,presupposition_cleft_uniqueness
It might be a pedestrian that did investigate who will date.,More than one person did investigate who will date.,modal,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1663c,87,presupposition_cleft_uniqueness
It might be a pedestrian that did investigate who will date.,Exactly one person did investigate who has said Kristin trained.,modal,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1664n,87,presupposition_cleft_uniqueness
"If it is a pedestrian that did investigate who will date, it's okay",Exactly one person did investigate who will date.,conditional,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1665e,87,presupposition_cleft_uniqueness
"If it is a pedestrian that did investigate who will date, it's okay",More than one person did investigate who will date.,conditional,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1666c,87,presupposition_cleft_uniqueness
"If it is a pedestrian that did investigate who will date, it's okay",Exactly one person did investigate who has said Kristin trained.,conditional,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1667n,87,presupposition_cleft_uniqueness
It isn't a pedestrian that did investigate who will date.,It is a pedestrian that did investigate who will date.,Not_In_Example,negated,unembedded,Not_In_Example,2,cleft_uniqueness,1668c,87,presupposition_cleft_uniqueness
Is it a pedestrian that did investigate who will date?,It is a pedestrian that did investigate who will date.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,cleft_uniqueness,1669n,87,presupposition_cleft_uniqueness
It might be a pedestrian that did investigate who will date.,It is a pedestrian that did investigate who will date.,Not_In_Example,modal,unembedded,Not_In_Example,1,cleft_uniqueness,1670n,87,presupposition_cleft_uniqueness
"If it is a pedestrian that did investigate who will date, it's okay",It is a pedestrian that did investigate who will date.,Not_In_Example,conditional,unembedded,Not_In_Example,1,cleft_uniqueness,1671n,87,presupposition_cleft_uniqueness
It is that association that entices Karen to hate Rachel.,Exactly one thing entices Karen to hate Rachel.,unembedded,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1672e,88,presupposition_cleft_uniqueness
It is that association that entices Karen to hate Rachel.,More than one thing entices Karen to hate Rachel.,unembedded,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1673c,88,presupposition_cleft_uniqueness
It is that association that entices Karen to hate Rachel.,Exactly one thing entices Anne to litter.,unembedded,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1674n,88,presupposition_cleft_uniqueness
It isn't that association that entices Karen to hate Rachel.,Exactly one thing entices Karen to hate Rachel.,negated,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1675e,88,presupposition_cleft_uniqueness
It isn't that association that entices Karen to hate Rachel.,More than one thing entices Karen to hate Rachel.,negated,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1676c,88,presupposition_cleft_uniqueness
It isn't that association that entices Karen to hate Rachel.,Exactly one thing entices Anne to litter.,negated,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1677n,88,presupposition_cleft_uniqueness
Is it that association that entices Karen to hate Rachel?,Exactly one thing entices Karen to hate Rachel.,interrogative,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1678e,88,presupposition_cleft_uniqueness
Is it that association that entices Karen to hate Rachel?,More than one thing entices Karen to hate Rachel.,interrogative,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1679c,88,presupposition_cleft_uniqueness
Is it that association that entices Karen to hate Rachel?,Exactly one thing entices Anne to litter.,interrogative,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1680n,88,presupposition_cleft_uniqueness
It might be that association that entices Karen to hate Rachel.,Exactly one thing entices Karen to hate Rachel.,modal,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1681e,88,presupposition_cleft_uniqueness
It might be that association that entices Karen to hate Rachel.,More than one thing entices Karen to hate Rachel.,modal,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1682c,88,presupposition_cleft_uniqueness
It might be that association that entices Karen to hate Rachel.,Exactly one thing entices Anne to litter.,modal,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1683n,88,presupposition_cleft_uniqueness
"If it is that association that entices Karen to hate Rachel, it's okay",Exactly one thing entices Karen to hate Rachel.,conditional,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1684e,88,presupposition_cleft_uniqueness
"If it is that association that entices Karen to hate Rachel, it's okay",More than one thing entices Karen to hate Rachel.,conditional,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1685c,88,presupposition_cleft_uniqueness
"If it is that association that entices Karen to hate Rachel, it's okay",Exactly one thing entices Anne to litter.,conditional,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1686n,88,presupposition_cleft_uniqueness
It isn't that association that entices Karen to hate Rachel.,It is that association that entices Karen to hate Rachel.,Not_In_Example,negated,unembedded,Not_In_Example,2,cleft_uniqueness,1687c,88,presupposition_cleft_uniqueness
Is it that association that entices Karen to hate Rachel?,It is that association that entices Karen to hate Rachel.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,cleft_uniqueness,1688n,88,presupposition_cleft_uniqueness
It might be that association that entices Karen to hate Rachel.,It is that association that entices Karen to hate Rachel.,Not_In_Example,modal,unembedded,Not_In_Example,1,cleft_uniqueness,1689n,88,presupposition_cleft_uniqueness
"If it is that association that entices Karen to hate Rachel, it's okay",It is that association that entices Karen to hate Rachel.,Not_In_Example,conditional,unembedded,Not_In_Example,1,cleft_uniqueness,1690n,88,presupposition_cleft_uniqueness
It is Danielle who was intending to weep.,Exactly one person was intending to weep.,unembedded,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1691e,89,presupposition_cleft_uniqueness
It is Danielle who was intending to weep.,More than one person was intending to weep.,unembedded,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1692c,89,presupposition_cleft_uniqueness
It is Danielle who was intending to weep.,Exactly one person was intending to take a turtle.,unembedded,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1693n,89,presupposition_cleft_uniqueness
It isn't Danielle who was intending to weep.,Exactly one person was intending to weep.,negated,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1694e,89,presupposition_cleft_uniqueness
It isn't Danielle who was intending to weep.,More than one person was intending to weep.,negated,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1695c,89,presupposition_cleft_uniqueness
It isn't Danielle who was intending to weep.,Exactly one person was intending to take a turtle.,negated,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1696n,89,presupposition_cleft_uniqueness
Is it Danielle who was intending to weep?,Exactly one person was intending to weep.,interrogative,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1697e,89,presupposition_cleft_uniqueness
Is it Danielle who was intending to weep?,More than one person was intending to weep.,interrogative,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1698c,89,presupposition_cleft_uniqueness
Is it Danielle who was intending to weep?,Exactly one person was intending to take a turtle.,interrogative,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1699n,89,presupposition_cleft_uniqueness
It might be Danielle who was intending to weep.,Exactly one person was intending to weep.,modal,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1700e,89,presupposition_cleft_uniqueness
It might be Danielle who was intending to weep.,More than one person was intending to weep.,modal,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1701c,89,presupposition_cleft_uniqueness
It might be Danielle who was intending to weep.,Exactly one person was intending to take a turtle.,modal,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1702n,89,presupposition_cleft_uniqueness
"If it is Danielle who was intending to weep, it's okay",Exactly one person was intending to weep.,conditional,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1703e,89,presupposition_cleft_uniqueness
"If it is Danielle who was intending to weep, it's okay",More than one person was intending to weep.,conditional,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1704c,89,presupposition_cleft_uniqueness
"If it is Danielle who was intending to weep, it's okay",Exactly one person was intending to take a turtle.,conditional,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1705n,89,presupposition_cleft_uniqueness
It isn't Danielle who was intending to weep.,It is Danielle who was intending to weep.,Not_In_Example,negated,unembedded,Not_In_Example,2,cleft_uniqueness,1706c,89,presupposition_cleft_uniqueness
Is it Danielle who was intending to weep?,It is Danielle who was intending to weep.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,cleft_uniqueness,1707n,89,presupposition_cleft_uniqueness
It might be Danielle who was intending to weep.,It is Danielle who was intending to weep.,Not_In_Example,modal,unembedded,Not_In_Example,1,cleft_uniqueness,1708n,89,presupposition_cleft_uniqueness
"If it is Danielle who was intending to weep, it's okay",It is Danielle who was intending to weep.,Not_In_Example,conditional,unembedded,Not_In_Example,1,cleft_uniqueness,1709n,89,presupposition_cleft_uniqueness
It is Rose that anticipates Carol to break some carriage.,Exactly one person anticipates Carol to break some carriage.,unembedded,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1710e,90,presupposition_cleft_uniqueness
It is Rose that anticipates Carol to break some carriage.,More than one person anticipates Carol to break some carriage.,unembedded,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1711c,90,presupposition_cleft_uniqueness
It is Rose that anticipates Carol to break some carriage.,Exactly one person anticipates some unicycle to steer.,unembedded,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1712n,90,presupposition_cleft_uniqueness
It isn't Rose that anticipates Carol to break some carriage.,Exactly one person anticipates Carol to break some carriage.,negated,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1713e,90,presupposition_cleft_uniqueness
It isn't Rose that anticipates Carol to break some carriage.,More than one person anticipates Carol to break some carriage.,negated,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1714c,90,presupposition_cleft_uniqueness
It isn't Rose that anticipates Carol to break some carriage.,Exactly one person anticipates some unicycle to steer.,negated,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1715n,90,presupposition_cleft_uniqueness
Is it Rose that anticipates Carol to break some carriage?,Exactly one person anticipates Carol to break some carriage.,interrogative,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1716e,90,presupposition_cleft_uniqueness
Is it Rose that anticipates Carol to break some carriage?,More than one person anticipates Carol to break some carriage.,interrogative,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1717c,90,presupposition_cleft_uniqueness
Is it Rose that anticipates Carol to break some carriage?,Exactly one person anticipates some unicycle to steer.,interrogative,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1718n,90,presupposition_cleft_uniqueness
It might be Rose that anticipates Carol to break some carriage.,Exactly one person anticipates Carol to break some carriage.,modal,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1719e,90,presupposition_cleft_uniqueness
It might be Rose that anticipates Carol to break some carriage.,More than one person anticipates Carol to break some carriage.,modal,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1720c,90,presupposition_cleft_uniqueness
It might be Rose that anticipates Carol to break some carriage.,Exactly one person anticipates some unicycle to steer.,modal,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1721n,90,presupposition_cleft_uniqueness
"If it is Rose that anticipates Carol to break some carriage, it's okay",Exactly one person anticipates Carol to break some carriage.,conditional,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1722e,90,presupposition_cleft_uniqueness
"If it is Rose that anticipates Carol to break some carriage, it's okay",More than one person anticipates Carol to break some carriage.,conditional,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1723c,90,presupposition_cleft_uniqueness
"If it is Rose that anticipates Carol to break some carriage, it's okay",Exactly one person anticipates some unicycle to steer.,conditional,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1724n,90,presupposition_cleft_uniqueness
It isn't Rose that anticipates Carol to break some carriage.,It is Rose that anticipates Carol to break some carriage.,Not_In_Example,negated,unembedded,Not_In_Example,2,cleft_uniqueness,1725c,90,presupposition_cleft_uniqueness
Is it Rose that anticipates Carol to break some carriage?,It is Rose that anticipates Carol to break some carriage.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,cleft_uniqueness,1726n,90,presupposition_cleft_uniqueness
It might be Rose that anticipates Carol to break some carriage.,It is Rose that anticipates Carol to break some carriage.,Not_In_Example,modal,unembedded,Not_In_Example,1,cleft_uniqueness,1727n,90,presupposition_cleft_uniqueness
"If it is Rose that anticipates Carol to break some carriage, it's okay",It is Rose that anticipates Carol to break some carriage.,Not_In_Example,conditional,unembedded,Not_In_Example,1,cleft_uniqueness,1728n,90,presupposition_cleft_uniqueness
It is Craig who had appreciated Travis.,Exactly one person had appreciated Travis.,unembedded,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1729e,91,presupposition_cleft_uniqueness
It is Craig who had appreciated Travis.,More than one person had appreciated Travis.,unembedded,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1730c,91,presupposition_cleft_uniqueness
It is Craig who had appreciated Travis.,Exactly one person had appreciated Deborah.,unembedded,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1731n,91,presupposition_cleft_uniqueness
It isn't Craig who had appreciated Travis.,Exactly one person had appreciated Travis.,negated,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1732e,91,presupposition_cleft_uniqueness
It isn't Craig who had appreciated Travis.,More than one person had appreciated Travis.,negated,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1733c,91,presupposition_cleft_uniqueness
It isn't Craig who had appreciated Travis.,Exactly one person had appreciated Deborah.,negated,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1734n,91,presupposition_cleft_uniqueness
Is it Craig who had appreciated Travis?,Exactly one person had appreciated Travis.,interrogative,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1735e,91,presupposition_cleft_uniqueness
Is it Craig who had appreciated Travis?,More than one person had appreciated Travis.,interrogative,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1736c,91,presupposition_cleft_uniqueness
Is it Craig who had appreciated Travis?,Exactly one person had appreciated Deborah.,interrogative,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1737n,91,presupposition_cleft_uniqueness
It might be Craig who had appreciated Travis.,Exactly one person had appreciated Travis.,modal,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1738e,91,presupposition_cleft_uniqueness
It might be Craig who had appreciated Travis.,More than one person had appreciated Travis.,modal,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1739c,91,presupposition_cleft_uniqueness
It might be Craig who had appreciated Travis.,Exactly one person had appreciated Deborah.,modal,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1740n,91,presupposition_cleft_uniqueness
"If it is Craig who had appreciated Travis, it's okay",Exactly one person had appreciated Travis.,conditional,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1741e,91,presupposition_cleft_uniqueness
"If it is Craig who had appreciated Travis, it's okay",More than one person had appreciated Travis.,conditional,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1742c,91,presupposition_cleft_uniqueness
"If it is Craig who had appreciated Travis, it's okay",Exactly one person had appreciated Deborah.,conditional,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1743n,91,presupposition_cleft_uniqueness
It isn't Craig who had appreciated Travis.,It is Craig who had appreciated Travis.,Not_In_Example,negated,unembedded,Not_In_Example,2,cleft_uniqueness,1744c,91,presupposition_cleft_uniqueness
Is it Craig who had appreciated Travis?,It is Craig who had appreciated Travis.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,cleft_uniqueness,1745n,91,presupposition_cleft_uniqueness
It might be Craig who had appreciated Travis.,It is Craig who had appreciated Travis.,Not_In_Example,modal,unembedded,Not_In_Example,1,cleft_uniqueness,1746n,91,presupposition_cleft_uniqueness
"If it is Craig who had appreciated Travis, it's okay",It is Craig who had appreciated Travis.,Not_In_Example,conditional,unembedded,Not_In_Example,1,cleft_uniqueness,1747n,91,presupposition_cleft_uniqueness
It is Winston Churchill who is ascertaining these sweaters to twist.,Exactly one person is ascertaining these sweaters to twist.,unembedded,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1748e,92,presupposition_cleft_uniqueness
It is Winston Churchill who is ascertaining these sweaters to twist.,More than one person is ascertaining these sweaters to twist.,unembedded,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1749c,92,presupposition_cleft_uniqueness
It is Winston Churchill who is ascertaining these sweaters to twist.,Exactly one person was ascertaining Danielle to train.,unembedded,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1750n,92,presupposition_cleft_uniqueness
It isn't Winston Churchill who is ascertaining these sweaters to twist.,Exactly one person is ascertaining these sweaters to twist.,negated,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1751e,92,presupposition_cleft_uniqueness
It isn't Winston Churchill who is ascertaining these sweaters to twist.,More than one person is ascertaining these sweaters to twist.,negated,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1752c,92,presupposition_cleft_uniqueness
It isn't Winston Churchill who is ascertaining these sweaters to twist.,Exactly one person was ascertaining Danielle to train.,negated,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1753n,92,presupposition_cleft_uniqueness
Is it Winston Churchill who is ascertaining these sweaters to twist?,Exactly one person is ascertaining these sweaters to twist.,interrogative,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1754e,92,presupposition_cleft_uniqueness
Is it Winston Churchill who is ascertaining these sweaters to twist?,More than one person is ascertaining these sweaters to twist.,interrogative,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1755c,92,presupposition_cleft_uniqueness
Is it Winston Churchill who is ascertaining these sweaters to twist?,Exactly one person was ascertaining Danielle to train.,interrogative,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1756n,92,presupposition_cleft_uniqueness
It might be Winston Churchill who is ascertaining these sweaters to twist.,Exactly one person is ascertaining these sweaters to twist.,modal,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1757e,92,presupposition_cleft_uniqueness
It might be Winston Churchill who is ascertaining these sweaters to twist.,More than one person is ascertaining these sweaters to twist.,modal,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1758c,92,presupposition_cleft_uniqueness
It might be Winston Churchill who is ascertaining these sweaters to twist.,Exactly one person was ascertaining Danielle to train.,modal,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1759n,92,presupposition_cleft_uniqueness
"If it is Winston Churchill who is ascertaining these sweaters to twist, it's okay",Exactly one person is ascertaining these sweaters to twist.,conditional,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1760e,92,presupposition_cleft_uniqueness
"If it is Winston Churchill who is ascertaining these sweaters to twist, it's okay",More than one person is ascertaining these sweaters to twist.,conditional,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1761c,92,presupposition_cleft_uniqueness
"If it is Winston Churchill who is ascertaining these sweaters to twist, it's okay",Exactly one person was ascertaining Danielle to train.,conditional,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1762n,92,presupposition_cleft_uniqueness
It isn't Winston Churchill who is ascertaining these sweaters to twist.,It is Winston Churchill who is ascertaining these sweaters to twist.,Not_In_Example,negated,unembedded,Not_In_Example,2,cleft_uniqueness,1763c,92,presupposition_cleft_uniqueness
Is it Winston Churchill who is ascertaining these sweaters to twist?,It is Winston Churchill who is ascertaining these sweaters to twist.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,cleft_uniqueness,1764n,92,presupposition_cleft_uniqueness
It might be Winston Churchill who is ascertaining these sweaters to twist.,It is Winston Churchill who is ascertaining these sweaters to twist.,Not_In_Example,modal,unembedded,Not_In_Example,1,cleft_uniqueness,1765n,92,presupposition_cleft_uniqueness
"If it is Winston Churchill who is ascertaining these sweaters to twist, it's okay",It is Winston Churchill who is ascertaining these sweaters to twist.,Not_In_Example,conditional,unembedded,Not_In_Example,1,cleft_uniqueness,1766n,92,presupposition_cleft_uniqueness
It is James who hurt Stephen.,Exactly one person hurt Stephen.,unembedded,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1767e,93,presupposition_cleft_uniqueness
It is James who hurt Stephen.,More than one person hurt Stephen.,unembedded,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1768c,93,presupposition_cleft_uniqueness
It is James who hurt Stephen.,Exactly one person hurt Daniel.,unembedded,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1769n,93,presupposition_cleft_uniqueness
It isn't James who hurt Stephen.,Exactly one person hurt Stephen.,negated,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1770e,93,presupposition_cleft_uniqueness
It isn't James who hurt Stephen.,More than one person hurt Stephen.,negated,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1771c,93,presupposition_cleft_uniqueness
It isn't James who hurt Stephen.,Exactly one person hurt Daniel.,negated,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1772n,93,presupposition_cleft_uniqueness
Is it James who hurt Stephen?,Exactly one person hurt Stephen.,interrogative,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1773e,93,presupposition_cleft_uniqueness
Is it James who hurt Stephen?,More than one person hurt Stephen.,interrogative,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,1774c,93,presupposition_cleft_uniqueness
Is it James who hurt Stephen?,Exactly one person hurt Daniel.,interrogative,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,1775n,93,presupposition_cleft_uniqueness
It might be James who hurt Stephen.,Exactly one person hurt Stephen.,modal,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,1776e,93,presupposition_cleft_uniqueness
